"708962","345503031","Nintendo Switch DOBE Travel Storage EVA Carry Bag ( Black )",2099,3817,3825,3,22,"12307584","2020-04-03 13:22:25.698842",1,"389000","https://www.tokopedia.com/lbgm/nintendo-switch-dobe-travel-storage-eva-carry-bag-black","ps_200409065911871577","542858.8622453756"," nintendo switch dobe travel storage eva carry bag","0","2020-04-14 06:57:18.373133","417918.8800542154","{""price_means"":464930,""price_median"":439000,""price_min"":357000,""price_max"":582000,""price_count"":20,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/4/19/6884569/6884569_a9a2d631-def9-4041-b41f-76b6518f6168_1000_1000.jpg",2,100,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",814143
"56315","475048194","Sony KD-55X8500G 55 Inch UHD 4K Android Triluminos LED TV 55X8500",60,655,3918,3,22,"79930184","2020-02-11 14:15:46.114382",1,"11495000","https://www.tokopedia.com/toko-permata/sony-kd-55x8500g-55-inch-uhd-4k-android-triluminos-led-tv-55x8500","ps_200409070014654795","6068572.978811194"," sony kd 55x8500g 55 inch uhd 4k android triluminos led tv 55x8500","0","2020-04-14 07:08:42.030446","5752702.862235012","{""price_means"":6789948.333333333,""price_median"":5947500,""price_min"":5747500,""price_max"":11495000,""price_count"":15,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/5/20/7259432/7259432_19ce89f2-19b7-477d-9763-eab1bf29244f_700_700",3,96,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",863368
"49938","630658111","Xiaomi Redmi 8 4/64 GB Garansi Resmi - Biru",65,24,3054,3,22,"79930184","2020-02-10 13:48:02.441055",1,"1741000","https://www.tokopedia.com/gudang-hp/xiaomi-redmi-8-4-64-gb-garansi-resmi-biru","ps_200409070044911133","2668145.3239945015"," xiaomi redmi 8 4 64 gb biru","0","2020-04-14 07:05:21.367337","1707544.9362204159","{""price_means"":2279656.296296296,""price_median"":2170000,""price_min"":850000,""price_max"":3171200,""price_count"":135,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2020/1/25/2608727/2608727_431d0530-ee43-45eb-a5e5-0630660a5a46_800_800",0,41,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",342169
"50089","623130260","Mi True Wireless Earbuds Basic",60,25,565,3,22,"79930184","2020-02-10 13:48:03.590864",1,"299000","https://www.tokopedia.com/mii-store/mi-true-wireless-earbuds-basic","ps_200409070003298016","379970.98927057744"," mi true wireless earbuds basic","0","2020-04-14 06:29:33.038853","261843.72537511087","{""price_means"":324171.1422319475,""price_median"":305900,""price_min"":150000,""price_max"":447000,""price_count"":457,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":1,""success"":true},{""id"":2,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/12/5/36213356/36213356_ac4e5d99-0a34-497c-82e6-8d87d7d4f579_800_800",4,200,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",3659808
"708960","628122175","PS4 Playstation 4 Slim 1TB Mega Pack 2 bundle",2099,2100,2101,3,22,"12307584","2020-04-03 13:22:25.618271",1,"5199000","https://www.tokopedia.com/gameland/ps4-playstation-4-slim-1tb-mega-pack-2-bundle","ps_200409065903137016","5207130.671145881"," ps4 playstation 4 slim 1tb mega pack 2 bundle","0","2020-04-14 06:26:12.668128","4515776.639359236","{""price_means"":4994453.333333333,""price_median"":5026500,""price_min"":4499000,""price_max"":5588700,""price_count"":15,""messages"":""""}","4799000","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/12/11/2614743/2614743_18737265-6e99-42f5-85a4-b83f71f22eb7_904_904",2,100,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",342066
"56341","557273234","BRICA BSTEADY PRO - B STEADY PRO GIMBAL SMARTPHONE 3-AXIS STABILIZER",578,581,592,3,22,"79930184","2020-02-11 14:15:46.301299",1,"1080000","https://www.tokopedia.com/astrafoto/brica-bsteady-pro-b-steady-pro-gimbal-smartphone-3-axis-stabilizer","ps_200409065728347276","1716571.9927511862"," brica bsteady pro b steady gimbal smartphone 3 axis stabilizer","0","2020-04-14 07:04:40.07541","1367099.0283338078","{""price_means"":1516112.3076923077,""price_median"":1495000,""price_min"":999000,""price_max"":1940000,""price_count"":130,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2020/3/19/1080157/1080157_16526785-78ec-4156-8e71-c01846cb7e34_567_567",3,100,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",217934
"712800","384372516","FUJIFILM X-T100 KIT 15-45MM /FUJI XT100 / XT100 PAKET 32GB - Hitam",578,3707,0,3,22,"12307584","2020-04-03 13:23:45.420371",1,"6850000","https://www.tokopedia.com/astrafoto/fujifilm-x-t100-kit-15-45mm-fuji-xt100-xt100-paket-32gb-hitam","ps_200409065953136532","9689249.773011245"," fujifilm x t100 kit 15 45mm fuji xt100 paket 32gb","0","2020-04-14 06:24:58.258351","5210339.605181599","{""price_means"":8035550.545454546,""price_median"":8990000,""price_min"":3767500,""price_max"":10219000,""price_count"":55,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/9/3/1080157/1080157_13935bb5-9cc1-440d-8334-00e81d7a5079_567_567",13,100,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",217934
"708036","664417763","COOCAA 65 inch 4K Android 9.0 Smart LED TV- Dolby Vision- Wifi (65S6G)",60,655,3918,3,22,"12307584","2020-04-03 13:21:52.680743",1,"19990000","https://www.tokopedia.com/coocaa-id/coocaa-65-inch-4k-android-9-0-smart-led-tv-dolby-vision-wifi-65s6g","ps_200409065803357138","10999000"," coocaa 65 inch 4k android 9 0 smart led tv dolby vision wifi 65s6g","0","2020-04-14 07:49:55.469975","10999000","{""price_means"":10999000,""price_median"":10999000,""price_min"":10999000,""price_max"":10999000,""price_count"":1,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":1,""success"":true},{""id"":2,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2020/1/16/27483579/27483579_70f53757-848c-4bf4-a1c1-8a81cc9b96ff_800_800",1,67,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",2961354
"55782","181576618","PANDA PRJ-4042 RJ 11 CASH DRAWER",60,3884,4005,3,22,"79930184","2020-02-11 14:15:42.525781",1,"450000","https://www.tokopedia.com/pandaretail/panda-prj-4042-rj-11-cash-drawer","ps_200409070047671679","648732.1172118417"," panda prj 4042 rj 11 cash drawer","0","2020-04-14 06:27:11.630413","497248.89876064705","{""price_means"":575106.6666666666,""price_median"":587400,""price_min"":435000,""price_max"":643200,""price_count"":15,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":2,""success"":true},{""id"":1,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/attachment/2019/11/22/157437374753551/157437374753551_97c2d403-ac8c-4a49-b121-c7c7000b11f8.png",3,100,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",1181948
"711354","589839421","Samsung Galaxy A20s Smartphone [32GB/ 3GB] - BLACK",65,24,3054,3,22,"12307584","2020-04-03 13:23:14.529917",1,"2030600","https://www.tokopedia.com/telering/samsung-galaxy-a20s-smartphone-32gb-3gb-black-9db0","ps_200409065629940526","2618365.37141534"," samsung galaxy a20s 32gb 3gb black","0","2020-04-14 06:40:44.947803","1996389.6054130343","{""price_means"":2335100,""price_median"":2319250,""price_min"":1438500,""price_max"":2720000,""price_count"":16,""messages"":""""}","0","[{""id"":6,""success"":true},{""id"":1,""success"":true},{""id"":2,""success"":true}]","","https://ecs7.tokopedia.net/img/cache/200-square/product-1/2019/10/17/71074497/71074497_da9c9dac-dbef-41b9-b4b3-3075afaae693_800_800",14,200,"{""tiv_history"":""0001-01-01T00:00:00Z"",""top_sales_history"":""0001-01-01T00:00:00Z""}",6433268
